"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"14045144","JJ509221","2025-11-29T08:30:00.000","043XX S MOZART ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","false","true","0922","009","12","58","26","1158087","1875753","2025","2025-12-07T15:47:28.000","41.814812389","-87.695633537","
,  
(41.814812389, -87.695633537)"
"14042427","JJ505664","2025-11-29T08:29:00.000","008XX N DEARBORN ST","3730","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","STREET","true","false","1832","018","42","8","24","1175793","1905838","2025","2025-12-07T15:47:28.000","41.896988826","-87.629781503","
,  
(41.896988826, -87.629781503)"
"14042499","JJ505662","2025-11-29T08:26:00.000","001XX N DEARBORN ST","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","CTA STATION","false","false","0111","001","42","32","08A","1175924","1901110","2025","2025-12-07T15:47:28.000","41.884011993","-87.629442817","
,  
(41.884011993, -87.629442817)"
"14042425","JJ505651","2025-11-29T08:19:00.000","003XX W HUBBARD ST","0860","THEFT","RETAIL THEFT","DRUG STORE","true","false","1831","018","42","8","06","1173716","1903251","2025","2025-12-07T15:47:28.000","41.889936436","-87.637486992","
,  
(41.889936436, -87.637486992)"
"14042461","JJ505657","2025-11-29T08:00:00.000","045XX S CHAMPLAIN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0221","002","4","38","08B","1181467","1875049","2025","2025-12-07T15:47:28.000","41.812372437","-87.609894805","
,  
(41.812372437, -87.609894805)"
"14042484","JJ505744","2025-11-29T08:00:00.000","116XX S EGGLESTON AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","0522","005","21","53","06","1175384","1827747","2025","2025-12-07T15:47:28.000","41.682708245","-87.633617973","
,  
(41.682708245, -87.633617973)"
"14042482","JJ505737","2025-11-29T08:00:00.000","074XX S KENWOOD AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","0324","003","8","43","06","1186499","1855914","2025","2025-12-07T15:47:28.000","41.75974673","-87.592042836","
,  
(41.75974673, -87.592042836)"
"14042534","JJ505641","2025-11-29T07:58:00.000","005XX S FINANCIAL PL","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0123","001","34","32","06","1174962","1897904","2025","2025-12-07T15:47:28.000","41.875236133","-87.633071401","
,  
(41.875236133, -87.633071401)"
"14042438","JJ505624","2025-11-29T07:57:00.000","004XX N ST LOUIS AVE","502R","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","false","false","1123","011","27","23","26","1152962","1903090","2025","2025-12-07T15:47:28.000","41.889931184","-87.713709315","
,  
(41.889931184, -87.713709315)"
"14042495","JJ505630","2025-11-29T07:55:00.000","016XX S SPRINGFIELD AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true","1014","010","24","29","14","1150666","1891562","2025","2025-12-07T15:47:28.000","41.858342244","-87.72244262","
,  
(41.858342244, -87.72244262)"
"14042385","JJ505625","2025-11-29T07:55:00.000","006XX N CLARK ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1832","018","42","8","06","1175423","1904617","2025","2025-12-07T15:47:28.000","41.893646656","-87.631177143","
,  
(41.893646656, -87.631177143)"
"14042535","JJ505637","2025-11-29T07:55:00.000","006XX S LA SALLE ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0123","001","34","32","14","1175344","1897526","2025","2025-12-07T15:47:28.000","41.874190317","-87.631680209","
,  
(41.874190317, -87.631680209)"
"14042565","JJ505705","2025-11-29T07:30:00.000","006XX W 65TH ST","0820","THEFT","$500 AND UNDER","CHA APARTMENT","false","false","0723","007","6","68","06","1172916","1861779","2025","2025-12-07T15:47:28.000","41.776151397","-87.641651267","
,  
(41.776151397, -87.641651267)"
"14042555","JJ505622","2025-11-29T07:30:00.000","007XX W ADAMS ST","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENCE - GARAGE","false","false","1232","012","34","28","14","1171256","1899328","2025","2025-12-07T15:47:28.000","41.879225851","-87.646636417","
,  
(41.879225851, -87.646636417)"
"14042767","JJ505659","2025-11-29T07:25:00.000","012XX E 50TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENCE","false","false","0222","002","4","39","14","1185203","1872097","2025","2025-12-07T15:47:28.000","41.804184813","-87.596284218","
,  
(41.804184813, -87.596284218)"
"14046337","JJ505616","2025-11-29T07:15:00.000","047XX N LARAMIE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","1623","016","45","15","08B","1140801","1931155","2025","2025-12-07T15:47:28.000","41.967176753","-87.75767846","
,  
(41.967176753, -87.75767846)"
"14042430","JJ505603","2025-11-29T07:10:00.000","005XX N STATE ST","0460","BATTERY","SIMPLE","GROCERY FOOD STORE","false","false","1831","018","42","8","08B","1176272","1904025","2025","2025-12-07T15:47:28.000","41.89200307","-87.628076963","
,  
(41.89200307, -87.628076963)"
"14042455","JJ505642","2025-11-29T07:00:00.000","063XX S CALIFORNIA AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","0823","008","15","66","04A","1158799","1862584","2025","2025-12-07T15:47:28.000","41.778660358","-87.693381423","
,  
(41.778660358, -87.693381423)"
"14044888","JJ508944","2025-11-29T07:00:00.000","104XX S HALE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","2212","022","19","72","14","1165676","1835379","2025","2025-12-07T15:47:28.000","41.703862624","-87.668939776","
,  
(41.703862624, -87.668939776)"
"14044970","JJ508928","2025-11-29T07:00:00.000","019XX W 47TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0931","009","15","61","08B","1164254","1873508","2025","2025-12-07T15:47:28.000","41.808524037","-87.673075344","
,  
(41.808524037, -87.673075344)"
"14042361","JJ505591","2025-11-29T06:50:00.000","064XX S KEDZIE AVE","0460","BATTERY","SIMPLE","STREET","false","false","0823","008","14","66","08B","1156166","1861528","2025","2025-12-07T15:47:28.000","41.775815901","-87.703062641","
,  
(41.775815901, -87.703062641)"
"14042391","JJ505627","2025-11-29T06:50:00.000","033XX S PRAIRIE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0211","002","4","35","07","1178482","1882878","2025","2025-12-07T15:47:28.000","41.833924277","-87.62060545","
,  
(41.833924277, -87.62060545)"
"14042400","JJ505661","2025-11-29T06:30:00.000","024XX N MEADE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2512","025","30","19","07","1135330","1915536","2025","2025-12-07T15:47:28.000","41.924415681","-87.778166957","
,  
(41.924415681, -87.778166957)"
"14042351","JJ505580","2025-11-29T06:10:00.000","092XX S UNIVERSITY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0413","004","8","47","14","1185489","1844044","2025","2025-12-07T15:47:28.000","41.727198044","-87.596117126","
,  
(41.727198044, -87.596117126)"
"14046855","JJ511240","2025-11-29T06:00:00.000","001XX W KINZIE ST","0810","THEFT","OVER $500","COMMERCIAL / BUSINESS OFFICE","false","false","1831","018","42","8","06","1175310","1902997","2025","2025-12-07T15:47:28.000","41.889203826","-87.631640804","
,  
(41.889203826, -87.631640804)"
"14042442","JJ505595","2025-11-29T06:00:00.000","039XX W WASHINGTON BLVD","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","CHA HALLWAY / STAIRWELL / ELEVATOR","false","false","1122","011","28","26","04A","1150156","1900128","2025","2025-12-07T15:47:28.000","41.881858277","-87.724091496","
,  
(41.881858277, -87.724091496)"
"14047543","JJ512173","2025-11-29T05:52:00.000","079XX S LANGLEY AVE","0890","THEFT","FROM BUILDING","APARTMENT","false","false","0624","006","6","44","06","1182271","1852545","2025","2025-12-07T15:47:28.000","41.750600773","-87.607642398","
,  
(41.750600773, -87.607642398)"
"14043579","JJ505608","2025-11-29T05:50:00.000","013XX N HUDSON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1821","018","27","8","08B","1173069","1909492","2025","2025-12-07T15:47:28.000","41.90707646","-87.63967773","
,  
(41.90707646, -87.63967773)"
"14043227","JJ506859","2025-11-29T05:30:00.000","085XX S CALUMET AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","0632","006","6","44","07","1179965","1848422","2025","2025-12-07T15:47:28.000","41.739339847","-87.616218505","
,  
(41.739339847, -87.616218505)"
"14042481","JJ505643","2025-11-29T05:20:00.000","022XX W ARGYLE ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","2031","020","40","4","06","1160649","1933171","2025","2025-12-07T15:47:28.000","41.972319623","-87.684643367","
,  
(41.972319623, -87.684643367)"
"14042347","JJ505556","2025-11-29T05:14:00.000","014XX W GREGORY ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true","2013","020","48","77","14","1165341","1936944","2025","2025-12-07T15:47:28.000","41.982574075","-87.667282235","
,  
(41.982574075, -87.667282235)"
"14042525","JJ505753","2025-11-29T05:10:00.000","009XX W CHESTNUT ST","0610","BURGLARY","FORCIBLE ENTRY","COMMERCIAL / BUSINESS OFFICE","false","false","1213","012","27","24","05","1169933","1906321","2025","2025-12-07T15:47:28.000","41.898444056","-87.651290125","
,  
(41.898444056, -87.651290125)"
"14042384","JJ505560","2025-11-29T05:08:00.000","055XX W NORTH AVE","0454","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY","APARTMENT","true","false","2532","025","37","25","08B","1139292","1910090","2025","2025-12-07T15:47:28.000","41.909399933","-87.763741577","
,  
(41.909399933, -87.763741577)"
"14042337","JJ505568","2025-11-29T05:06:00.000","001XX N WESTERN AVE","0560","ASSAULT","SIMPLE","CURRENCY EXCHANGE","false","false","1223","012","27","28","08A","1160382","1901043","2025","2025-12-07T15:47:28.000","41.884163773","-87.686516386","
,  
(41.884163773, -87.686516386)"
"14042401","JJ505670","2025-11-29T05:00:00.000","013XX N MAYFIELD AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","2531","025","29","25","07","1136777","1908343","2025","2025-12-07T15:47:28.000","41.904651411","-87.77302265","
,  
(41.904651411, -87.77302265)"
"14042381","JJ505628","2025-11-29T05:00:00.000","048XX W ROOSEVELT RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1533","015","24","25","07","1144486","1894271","2025","2025-12-07T15:47:28.000","41.865894511","-87.745059256","
,  
(41.865894511, -87.745059256)"
"14042364","JJ505561","2025-11-29T05:00:00.000","078XX S EVANS AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","true","0624","006","6","69","07","1182586","1853125","2025","2025-12-07T15:47:28.000","41.752185058","-87.606470146","
,  
(41.752185058, -87.606470146)"
"14043546","JJ505590","2025-11-29T05:00:00.000","0000X E 61ST ST","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","false","true","0311","003","20","40","04A","1177987","1864591","2025","2025-12-07T15:47:28.000","41.783754387","-87.622976309","
,  
(41.783754387, -87.622976309)"
"14042537","JJ505551","2025-11-29T04:56:00.000","034XX W 12TH PL","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","APARTMENT","false","false","1021","010","24","29","07","1153604","1894076","2025","2025-12-07T15:47:28.000","41.865183075","-87.711591397","
,  
(41.865183075, -87.711591397)"
"14042349","JJ505552","2025-11-29T04:40:00.000","108XX S GREEN BAY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0432","004","10","52","07","1200538","1833604","2025","2025-12-07T15:47:28.000","41.698182914","-87.541343485","
,  
(41.698182914, -87.541343485)"
"14042322","JJ505548","2025-11-29T04:33:00.000","025XX W PETERSON AVE","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","SMALL RETAIL STORE","false","false","2413","024","40","2","04B","1158102","1939768","2025","2025-12-07T15:47:28.000","41.990474634","-87.693828026","
,  
(41.990474634, -87.693828026)"
"14042367","JJ505564","2025-11-29T04:30:00.000","066XX W DIVERSEY AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","APARTMENT","false","false","2511","025","36","18","14","1131458","1917882","2025","2025-12-07T15:47:28.000","41.930921296","-87.792340199","
,  
(41.930921296, -87.792340199)"
"14042324","JJ505542","2025-11-29T04:25:00.000","014XX W 71ST ST","0810","THEFT","OVER $500","STREET","false","false","0734","007","17","67","06","1167695","1857656","2025","2025-12-07T15:47:28.000","41.764950994","-87.660909235","
,  
(41.764950994, -87.660909235)"
"14042293","JJ505543","2025-11-29T04:20:00.000","071XX N MASON AVE","1360","CRIMINAL TRESPASS","TO VEHICLE","RESIDENCE","false","false","1621","016","45","12","26","1136212","1946954","2025","2025-12-07T15:47:28.000","42.010613883","-87.774172638","
,  
(42.010613883, -87.774172638)"
"14042291","JJ505541","2025-11-29T04:15:00.000","0000X N LECLAIRE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1533","015","28","25","14","1142385","1899733","2025","2025-12-07T15:47:28.000","41.880922186","-87.752636613","
,  
(41.880922186, -87.752636613)"
"14042434","JJ505707","2025-11-29T04:09:00.000","110XX S GREEN BAY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0433","004","10","52","07","1200553","1832461","2025","2025-12-07T15:47:28.000","41.695046039","-87.541327047","
,  
(41.695046039, -87.541327047)"
"14042393","JJ505537","2025-11-29T04:06:00.000","097XX S DOBSON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0511","005","8","50","08B","1184926","1840690","2025","2025-12-07T15:47:28.000","41.718007495","-87.598284353","
,  
(41.718007495, -87.598284353)"
"14042332","JJ505536","2025-11-29T04:05:00.000","027XX W FOSTER AVE","0484","BATTERY","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","HOSPITAL BUILDING / GROUNDS","false","false","2031","020","40","4","08B","1157125","1934423","2025","2025-12-07T15:47:28.000","41.975827666","-87.697567585","
,  
(41.975827666, -87.697567585)"
"14042354","JJ505546","2025-11-29T04:00:00.000","002XX W GARFIELD BLVD","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","true","false","0935","009","20","37","24","1175647","1868500","2025","2025-12-07T15:47:28.000","41.794533814","-87.631438536","
,  
(41.794533814, -87.631438536)"
"14044153","JJ508084","2025-11-29T03:59:00.000","025XX N MASON AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","2515","025","30","19","06","1136302","1916195","2025","2025-12-07T15:47:28.000","41.926206727","-87.77457958","
,  
(41.926206727, -87.77457958)"
"14042304","JJ505538","2025-11-29T03:58:00.000","071XX S HERMITAGE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true","0735","007","17","67","14","1165916","1857345","2025","2025-12-07T15:47:28.000","41.764135546","-87.66743862","
,  
(41.764135546, -87.66743862)"
"14042294","JJ505532","2025-11-29T03:50:00.000","052XX S MICHIGAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0225","002","3","40","14","1178049","1870199","2025","2025-12-07T15:47:28.000","41.799141876","-87.622579012","
,  
(41.799141876, -87.622579012)"
"14042906","JJ505587","2025-11-29T03:48:00.000","048XX S COTTAGE GROVE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0223","002","4","38","08B","1182408","1873004","2025","2025-12-07T15:47:28.000","41.806739008","-87.6065067","
,  
(41.806739008, -87.6065067)"
"14042321","JJ505531","2025-11-29T03:45:00.000","073XX W SUMMERDALE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","1613","016","41","10","08B","1126489","1934585","2025","2025-12-07T15:47:28.000","41.976840848","-87.81022599","
,  
(41.976840848, -87.81022599)"
"14042296","JJ505539","2025-11-29T03:39:00.000","080XX S RHODES AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","0631","006","6","44","08B","1181301","1851773","2025","2025-12-07T15:47:28.000","41.748504715","-87.611220643","
,  
(41.748504715, -87.611220643)"
"14042496","JJ505706","2025-11-29T03:38:00.000","070XX N SIOUX AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1621","016","45","12","06","1135102","1946467","2025","2025-12-07T15:47:28.000","42.009297342","-87.778268436","
,  
(42.009297342, -87.778268436)"
"14042313","JJ505530","2025-11-29T03:33:00.000","050XX W WARWICK AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","false","false","1634","016","30","15","07","1142196","1924465","2025","2025-12-07T15:47:28.000","41.948792975","-87.752715815","
,  
(41.948792975, -87.752715815)"
"14043872","JJ507616","2025-11-29T03:31:00.000","018XX N MILWAUKEE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","CONSTRUCTION SITE","false","false","1434","014","32","22","14","1160557","1912506","2025","2025-12-07T15:47:28.000","41.915615549","-87.68555593","
,  
(41.915615549, -87.68555593)"
"14043313","JJ506705","2025-11-29T03:30:00.000","003XX N LA SALLE DR","0320","ROBBERY","STRONG ARM - NO WEAPON","STREET","false","false","1831","018","42","8","03","1175074","1902844","2025","2025-12-07T15:47:28.000","41.888789277","-87.632512071","
,  
(41.888789277, -87.632512071)"
"14043675","JJ507320","2025-11-29T03:30:00.000","022XX W SCHOOL ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","1921","019","32","5","14","1160879","1921877","2025","2025-12-07T15:47:28.000","41.941323513","-87.684112246","
,  
(41.941323513, -87.684112246)"
"14042378","JJ505528","2025-11-29T03:29:00.000","050XX W MONROE ST","1330","CRIMINAL TRESPASS","TO LAND","RESIDENCE","true","false","1533","015","28","25","26","1142775","1899191","2025","2025-12-07T15:47:28.000","41.879427621","-87.751218042","
,  
(41.879427621, -87.751218042)"
"14042553","JJ505834","2025-11-29T03:25:00.000","109XX S AVENUE G","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","false","false","0432","004","10","52","07","1203187","1833117","2025","2025-12-07T15:47:28.000","41.696779292","-87.531661049","
,  
(41.696779292, -87.531661049)"
"14042281","JJ505529","2025-11-29T03:21:00.000","053XX N CLARK ST","1220","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","STREET","true","false","2012","020","40","77","11","1165074","1935726","2025","2025-12-07T15:47:28.000","41.979237537","-87.668298974","
,  
(41.979237537, -87.668298974)"
"14042581","JJ505638","2025-11-29T03:20:00.000","131XX S RHODES AVE","0265","CRIMINAL SEXUAL ASSAULT","AGGRAVATED - OTHER","RESIDENCE","false","true","0533","005","10","54","02","1182015","1818401","2025","2025-12-07T15:47:28.000","41.656911096","-87.609631935","
,  
(41.656911096, -87.609631935)"
"14042494","JJ505783","2025-11-29T03:20:00.000","020XX S PULASKI RD","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","false","true","1012","010","24","29","04A","1150027","1890074","2025","2025-12-07T15:47:28.000","41.854271442","-87.724826883","
,  
(41.854271442, -87.724826883)"
"14042312","JJ505519","2025-11-29T03:20:00.000","063XX N ALBANY AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","2413","024","50","2","14","1154539","1941820","2025","2025-12-07T15:47:28.000","41.99617768","-87.706878352","
,  
(41.99617768, -87.706878352)"
"14042271","JJ505522","2025-11-29T03:20:00.000","081XX S WESTERN AVE","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","SIDEWALK","true","false","0835","008","18","70","15","1161788","1850707","2025","2025-12-07T15:47:28.000","41.746006585","-87.682752791","
,  
(41.746006585, -87.682752791)"
"14042377","JJ505544","2025-11-29T03:15:00.000","0000X W TERMINAL ST","0810","THEFT","OVER $500","AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA","false","false","1655","016","41","76","06","1104700","1933741","2025","2025-12-07T15:47:28.000","41.974861952","-87.890372151","
,  
(41.974861952, -87.890372151)"
"14042317","JJ505558","2025-11-29T03:15:00.000","081XX S OGLESBY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0414","004","7","46","14","1193269","1851386","2025","2025-12-07T15:47:28.000","41.747158766","-87.567379027","
,  
(41.747158766, -87.567379027)"
"14042316","JJ505516","2025-11-29T03:12:00.000","023XX W 50TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0931","009","15","63","14","1161755","1871467","2025","2025-12-07T15:47:28.000","41.802975598","-87.682297852","
,  
(41.802975598, -87.682297852)"
"14042515","JJ505798","2025-11-29T03:05:00.000","068XX N DOWAGIAC AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","1621","016","45","12","06","1138267","1944864","2025","2025-12-07T15:47:28.000","42.004841695","-87.766662298","
,  
(42.004841695, -87.766662298)"
"14042276","JJ505515","2025-11-29T03:01:00.000","014XX W GREGORY ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","2013","020","48","77","08B","1165341","1936944","2025","2025-12-07T15:47:28.000","41.982574075","-87.667282235","
,  
(41.982574075, -87.667282235)"
"14042758","JJ506181","2025-11-29T03:00:00.000","093XX S STONY ISLAND AVE","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false","0413","004","8","48","06","1188419","1843454","2025","2025-12-07T15:47:28.000","41.72550966","-87.585403058","
,  
(41.72550966, -87.585403058)"
"14042344","JJ505535","2025-11-29T03:00:00.000","033XX W WASHINGTON BLVD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false","1123","011","28","27","04B","1154073","1900483","2025","2025-12-07T15:47:28.000","41.882755228","-87.709698786","
,  
(41.882755228, -87.709698786)"
"14042336","JJ505545","2025-11-29T03:00:00.000","035XX N CLARK ST","0320","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","false","false","1924","019","44","6","03","1168632","1923649","2025","2025-12-07T15:47:28.000","41.946021295","-87.655565552","
,  
(41.946021295, -87.655565552)"
"14043987","JJ507701","2025-11-29T03:00:00.000","081XX S WESTERN AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0835","008","18","70","08B","1161787","1850752","2025","2025-12-07T15:47:28.000","41.746130093","-87.682755208","
,  
(41.746130093, -87.682755208)"
"14042615","JJ505984","2025-11-29T03:00:00.000","023XX N LOWELL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2522","025","31","20","07","1146998","1915183","2025","2025-12-07T15:47:28.000","41.923231717","-87.735302341","
,  
(41.923231717, -87.735302341)"
"14046826","JJ510221","2025-11-29T02:59:00.000","029XX N LOTUS AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false","2514","025","31","19","08A","1139529","1919000","2025","2025-12-07T15:47:28.000","41.933845628","-87.762653106","
,  
(41.933845628, -87.762653106)"
"14042418","JJ505512","2025-11-29T02:55:00.000","003XX S DEARBORN ST","0557","ASSAULT","AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT","CTA PLATFORM","false","false","0113","001","4","32","04A","1175986","1898799","2025","2025-12-07T15:47:28.000","41.87766908","-87.629284766","
,  
(41.87766908, -87.629284766)"
"14042333","JJ505507","2025-11-29T02:50:00.000","037XX S INDIANA AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY","false","false","0212","002","3","35","07","1178213","1880321","2025","2025-12-07T15:47:28.000","41.826913791","-87.621670187","
,  
(41.826913791, -87.621670187)"
"14042339","JJ505513","2025-11-29T02:50:00.000","043XX W JACKSON BLVD","0583","STALKING","CYBERSTALKING","STREET","false","true","1115","011","28","26","08A","1147549","1898334","2025","2025-12-07T15:47:28.000","41.876985721","-87.733710465","
,  
(41.876985721, -87.733710465)"
"14042335","JJ505510","2025-11-29T02:50:00.000","043XX W JACKSON BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","APARTMENT","false","false","1115","011","28","26","14","1147549","1898334","2025","2025-12-07T15:47:28.000","41.876985721","-87.733710465","
,  
(41.876985721, -87.733710465)"
"14042280","JJ505509","2025-11-29T02:50:00.000","005XX W WEBSTER AVE","0460","BATTERY","SIMPLE","VEHICLE NON-COMMERCIAL","false","true","1812","018","43","7","08B","1172287","1914891","2025","2025-12-07T15:47:28.000","41.921908899","-87.642390549","
,  
(41.921908899, -87.642390549)"
"14043557","JJ507151","2025-11-29T02:47:00.000","029XX N KILBOURN AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","2523","025","31","20","06","1145874","1919128","2025","2025-12-07T15:47:28.000","41.934078607","-87.739331937","
,  
(41.934078607, -87.739331937)"
"14042342","JJ505502","2025-11-29T02:40:00.000","092XX S LAFLIN ST","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","RESIDENCE","true","true","2222","022","21","73","04B","1167954","1843559","2025","2025-12-07T15:47:28.000","41.726261285","-87.660364023","
,  
(41.726261285, -87.660364023)"
"14042278","JJ505505","2025-11-29T02:31:00.000","067XX S STONY ISLAND AVE","0313","ROBBERY","ARMED - OTHER DANGEROUS WEAPON","STREET","false","false","0332","003","5","43","03","1188025","1860797","2025","2025-12-07T15:47:28.000","41.773109884","-87.586294711","
,  
(41.773109884, -87.586294711)"
"14043444","JJ506725","2025-11-29T02:30:00.000","065XX W Archer Ave","1320","CRIMINAL DAMAGE","TO VEHICLE","APARTMENT","false","false","0811","008","13","56","14","1133899","1867379","2025","2025-12-07T15:47:28.000","41.792290959","-87.784556138","
,  
(41.792290959, -87.784556138)"
"14042971","JJ506455","2025-11-29T02:18:00.000","015XX S MILLARD AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false","1014","010","24","29","26","1152292","1892223","2025","2025-12-07T15:47:28.000","41.860124203","-87.716456693","
,  
(41.860124203, -87.716456693)"
"14043578","JJ505497","2025-11-29T02:18:00.000","066XX S MARQUETTE RD","0650","BURGLARY","HOME INVASION","APARTMENT","false","true","0321","003","20","42","05","1180715","1861128","2025","2025-12-07T15:47:28.000","41.774189299","-87.613080911","
,  
(41.774189299, -87.613080911)"
"14042270","JJ505492","2025-11-29T02:16:00.000","022XX S WENTWORTH AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","BAR OR TAVERN","true","false","0914","009","11","34","14","1175319","1889687","2025","2025-12-07T15:47:28.000","41.85268013","-87.632007113","
,  
(41.85268013, -87.632007113)"
"14042348","JJ505499","2025-11-29T02:10:00.000","024XX E 76TH ST","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","0421","004","7","43","07","1193686","1855041","2025","2025-12-07T15:47:28.000","41.757178183","-87.565731567","
,  
(41.757178183, -87.565731567)"
"14042327","JJ505485","2025-11-29T02:05:00.000","135XX S BRANDON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","false","true","0433","004","10","55","08B","1199447","1815909","2025","2025-12-07T15:47:28.000","41.64965344","-87.545930115","
,  
(41.64965344, -87.545930115)"
